时间		开盘		最高		最低		收盘		涨跌		涨幅%		振幅%		总手(万)		金额(亿)		
2017-02-03,五	3160.08		3162.68		3136.01		3140.17		-19.00		-0.60		0.844		9222473600	108023660000	
2017-02-06,一	3143.09		3158.84		3135.39		3156.98		+16.81		0.54		0.747		12719828300	150067690000	
2017-02-07,二	3154.40		3159.54		3140.04		3153.09		-3.89		-0.12		0.618		12833744200	152559090000	
2017-02-08,三	3148.09		3167.45		3132.03		3166.98		+13.89		0.44		1.12		14492019000	170854130000	
2017-02-09,四	3164.69		3186.84		3162.57		3183.18		+16.20		0.51		0.766		19164033000	209723160000	
2017-02-10,五	3183.01		3205.05		3182.80		3196.70		+13.52		0.42		0.699		23934891000	245772160000	
2017-02-13,一	3198.99		3219.41		3198.99		3216.84		+20.14		0.63		0.639		22019151000	236158770000	
2017-02-14,二	3216.14		3219.40		3205.29		3217.93		+1.09		0.03		0.439		18879809000	204253820000	
2017-02-15,三	3215.46		3236.00		3206.56		3212.99		-4.94		-0.15		0.915		24150771000	257965240000	
2017-02-16,四	3210.36		3230.28		3207.79		3229.62		+16.63		0.52		0.700		21695594000	226587610000	
2017-02-17,五	3227.71		3238.40		3199.42		3202.08		-27.54		-0.85		1.21		22622818000	248572750000	
2017-02-20,一	3198.96		3241.46		3198.96		3239.96		+37.88		1.18		1.33		23215210000	250276130000	
2017-02-21,二	3242.22		3254.34		3239.88		3253.33		+13.37		0.41		0.446		21167307000	233551180000	
2017-02-22,三	3252.69		3261.38		3243.84		3261.22		+7.89		0.24		0.539		20745378000	234815330000	
2017-02-23,四	3258.83		3264.08		3236.35		3251.38		-9.84		-0.30		0.850		20917980000	236822580000	
2017-02-24,五	3246.86		3253.96		3233.53		3253.43		+2.05		0.06		0.628		18640636000	213839040000	
2017-02-27,一	3249.19		3251.65		3224.09		3228.66		-24.77		-0.76		0.847		18258107000	211395720000	
2017-02-28,二	3225.97		3242.68		3225.97		3241.73		+13.07		0.40		0.518		15124432000	186019290000	
2017-03-01,三	3240.07		3259.98		3237.87		3246.93		+5.20		0.16		0.682		19067755000	225940970000	
2017-03-02,四	3250.52		3256.81		3228.66		3230.03		-16.90		-0.52		0.867		18121508000	223043960000	
2017-03-03,五	3219.20		3221.16		3206.61		3218.31		-11.72		-0.36		0.450		15708237000	192707920000	
2017-03-06,一	3217.33		3234.66		3215.07		3233.87		+15.56		0.48		0.609		15609216000	193769170000	
2017-03-07,二	3233.09		3242.66		3226.82		3242.41		+8.54		0.26		0.490		16406424000	209931210000	
2017-03-08,三	3240.53		3245.30		3230.61		3240.66		-1.75		-0.05		0.453		16073139000	198225780000	
2017-03-09,四	3233.70		3233.87		3205.28		3216.75		-23.91		-0.74		0.882		16737111000	199217650000	
2017-03-10,五	3213.73		3222.32		3208.45		3212.76		-3.99		-0.12		0.431		13667274000	173663170000	
2017-03-13,一	3209.45		3237.12		3193.16		3237.02		+24.26		0.76		1.37		16367376000	206919740000	
2017-03-14,二	3235.25		3246.33		3231.52		3239.33		+2.31		0.07		0.458		14694602000	191535130000	
2017-03-15,三	3235.40		3243.71		3227.74		3241.76		+2.43		0.08		0.493		14405568000	185727250000	
2017-03-16,四	3247.16		3269.77		3247.16		3268.94		+27.18		0.84		0.697		18941600000	244508340000	
2017-03-17,五	3271.87		3274.19		3232.28		3237.45		-31.49		-0.96		1.28		20058322000	262184050000	
2017-03-20,一	3241.11		3251.13		3228.12		3250.81		+13.36		0.41		0.711		17054843000	213951760000	
2017-03-21,二	3250.25		3262.22		3246.70		3261.61		+10.80		0.33		0.477		16271931000	219121270000	
2017-03-22,三	3246.22		3255.78		3229.13		3245.22		-16.39		-0.50		0.817		18973165000	244545460000	
2017-03-23,四	3245.81		3262.09		3221.93		3248.55		+3.33		0.10		1.24		19302914000	258246690000	

