时间		开盘		最高		最低		收盘		涨幅		振幅		总手		金额		换手%		成交次数		
2016-12-01,四	9.53		9.75		9.41		9.43		-0.74%		3.58%		199,387,020	1,901,931,200	0.675		2492		
2016-12-02,五	9.43		9.48		9.31		9.43		+0.00%		1.80%		124,506,895	1,168,607,120	0.421		2540		
2016-12-05,一	9.35		9.46		9.30		9.43		+0.00%		1.70%		109,729,425	1,028,899,580	0.371		2485		
2016-12-06,二	9.38		9.46		9.37		9.42		-0.11%		0.95%		48,512,981	457,280,040	0.164		2084		
2016-12-07,三	9.40		9.41		9.32		9.35		-0.74%		0.96%		50,617,007	473,337,170	0.171		2367		
2016-12-08,四	9.34		9.73		9.32		9.66		+3.32%		4.39%		274,859,570	2,627,142,600	0.930		2589		
2016-12-09,五	9.57		9.81		9.54		9.72		+0.62%		2.80%		191,536,740	1,862,532,900	0.648		2642		
2016-12-12,一	9.68		9.81		9.53		9.74		+0.21%		2.88%		143,768,450	1,395,029,400	0.486		2522		
2016-12-13,二	9.67		9.73		9.58		9.67		-0.72%		1.54%		79,949,729	772,666,620	0.271		2306		
2016-12-14,三	9.68		9.99		9.66		9.85		+1.86%		3.41%		273,044,970	2,698,679,700	0.924		2518		
2016-12-15,四	9.76		9.88		9.46		9.51		-3.45%		4.26%		111,255,895	1,064,480,040	0.376		2621		
2016-12-16,五	9.50		9.53		9.33		9.33		-1.89%		2.10%		205,128,330	1,935,504,600	0.694		2566		
2016-12-19,一	9.31		9.33		9.19		9.26		-0.75%		1.50%		52,036,086	480,802,990	0.176		3123		
2016-12-20,二	9.32		9.37		9.18		9.25		-0.11%		2.05%		66,115,841	611,317,170	0.224		3385		
2016-12-21,三	9.20		9.25		9.18		9.24		-0.11%		0.76%		53,616,202	494,283,520	0.181		3527		
2016-12-22,四	9.22		9.22		9.15		9.18		-0.65%		0.76%		40,855,026	374,824,260	0.138		3578		
2016-12-23,五	9.18		9.18		9.10		9.16		-0.22%		0.87%		38,903,329	355,004,040	0.132		3070		
2016-12-26,一	9.10		9.15		9.05		9.14		-0.22%		1.09%		40,541,730	368,731,700	0.137		3084		
2016-12-27,二	9.14		9.17		9.07		9.09		-0.55%		1.09%		47,739,678	435,080,270	0.162		3198		
2016-12-28,三	9.09		9.10		9.01		9.05		-0.44%		0.99%		63,856,267	577,426,120	0.216		3189		
2016-12-29,四	9.04		9.08		9.02		9.06		+0.11%		0.66%		37,785,721	341,997,320	0.128		2728		
2016-12-30,五	9.08		9.11		9.05		9.08		+0.22%		0.66%		54,821,371	497,483,710	0.186		2763		
2017-01-03,二	9.08		9.16		9.05		9.11		+0.33%		1.21%		58,352,389	531,505,640	0.197		3088		
2017-01-04,三	9.10		9.12		9.04		9.11		+0.00%		0.88%		73,120,372	663,889,520	0.247		3321		
2017-01-05,四	9.11		9.12		9.07		9.08		-0.33%		0.55%		56,243,309	511,452,910	0.190		3241		
2017-01-06,五	9.08		9.09		9.01		9.01		-0.77%		0.88%		55,732,553	503,621,290	0.189		3146		
2017-01-09,一	9.00		9.04		8.98		9.02		+0.11%		0.67%		49,114,801	442,818,750	0.166		3560		
2017-01-10,二	9.01		9.05		9.01		9.03		+0.11%		0.44%		38,946,271	351,732,170	0.132		2735		
2017-01-11,三	9.03		9.05		8.98		8.99		-0.44%		0.78%		38,822,892	350,048,430	0.131		2912		
2017-01-12,四	9.00		9.03		8.98		9.00		+0.11%		0.56%		22,511,184	202,778,270	0.076		2722		
2017-01-13,五	8.99		9.10		8.98		9.08		+0.89%		1.33%		59,021,403	534,243,620	0.200		2913		
2017-01-16,一	9.07		9.27		8.97		9.20		+1.32%		3.30%		196,318,560	1,798,612,100	0.664		3233		
2017-01-17,二	9.16		9.19		9.13		9.15		-0.54%		0.65%		31,710,844	290,563,850	0.107		3123		
2017-01-18,三	9.17		9.20		9.13		9.18		+0.33%		0.77%		23,076,975	211,871,130	0.078		3088		
2017-01-19,四	9.15		9.26		9.14		9.18		+0.00%		1.31%		24,707,934	227,509,740	0.084		2999		
2017-01-20,五	9.18		9.24		9.15		9.22		+0.44%		0.98%		27,038,313	248,813,300	0.091		2503		
2017-01-23,一	9.24		9.26		9.19		9.22		+0.00%		0.76%		23,741,568	218,992,130	0.080		2736		
2017-01-24,二	9.22		9.29		9.21		9.27		+0.54%		0.87%		27,881,995	258,024,160	0.094		3016		
2017-01-25,三	9.24		9.26		9.20		9.22		-0.54%		0.65%		16,776,054	154,747,460	0.057		2286		
2017-01-26,四	9.23		9.29		9.23		9.25		+0.33%		0.65%		19,569,744	181,256,710	0.066		2434		
2017-02-03,五	9.28		9.28		9.17		9.17		-0.86%		1.19%		24,803,969	228,389,830	0.084		2201		
2017-02-06,一	9.21		9.23		9.15		9.16		-0.11%		0.87%		42,566,220	391,284,360	0.144		2899		
2017-02-07,二	9.16		9.19		9.10		9.14		-0.22%		0.98%		42,115,167	385,290,960	0.143		3100		
2017-02-08,三	9.11		9.14		9.06		9.12		-0.22%		0.88%		39,744,917	361,346,730	0.134		3232		
2017-02-09,四	9.12		9.15		9.09		9.12		+0.00%		0.66%		45,953,000	418,873,640	0.155		3090		
2017-02-10,五	9.13		9.14		9.08		9.11		-0.11%		0.66%		97,265,021	885,695,660	0.329		3301		
2017-02-13,一	9.12		9.18		9.10		9.14		+0.33%		0.88%		102,536,449	937,052,260	0.347		3588		
2017-02-14,二	9.14		9.15		9.08		9.10		-0.44%		0.77%		64,756,099	589,274,960	0.219		3360		
2017-02-15,三	9.11		9.18		9.08		9.15		+0.55%		1.10%		144,318,420	1,318,307,670	0.488		3410		
2017-02-16,四	9.14		9.17		9.10		9.12		-0.33%		0.77%		95,450,196	869,849,750	0.323		3667		
2017-02-17,五	9.12		9.14		9.03		9.03		-0.99%		1.21%		107,446,237	975,385,800	0.364		3816		
2017-02-20,一	9.04		9.15		9.03		9.14		+1.22%		1.33%		157,680,610	1,436,019,400	0.534		4110		
2017-02-21,二	9.16		9.19		9.10		9.13		-0.11%		0.98%		120,469,003	1,100,914,720	0.408		3726		
2017-02-22,三	9.12		9.12		9.07		9.09		-0.44%		0.55%		90,558,399	823,358,550	0.306		3649		
2017-02-23,四	9.10		9.11		9.07		9.08		-0.11%		0.44%		56,167,373	510,267,980	0.190		3306		
2017-02-24,五	9.08		9.10		9.05		9.07		-0.11%		0.55%		77,910,682	706,880,080	0.264		3132		
2017-02-27,一	9.07		9.08		9.02		9.04		-0.33%		0.66%		80,756,890	729,999,860	0.273		3496		
2017-02-28,二	9.04		9.06		9.02		9.03		-0.11%		0.44%		44,034,624	397,968,690	0.149		2980		
2017-03-01,三	9.05		9.05		9.02		9.04		+0.11%		0.33%		68,994,871	623,486,880	0.233		3619		
2017-03-02,四	9.04		9.06		8.95		8.97		-0.77%		1.22%		115,946,009	1,043,224,530	0.392		3567		
2017-03-03,五	8.96		8.99		8.93		8.97		+0.00%		0.67%		61,988,854	554,774,650	0.210		3225		
