时间	大盘开盘	大盘最高	大盘最低	大盘收盘	大盘涨跌	大盘涨幅	大盘振幅	开盘	最高	最低	收盘	涨幅	振幅	总手	金额	换手	成交次数
2017-01-16	3104.49	3105.14	3044.29	3103.43	-9.33	-0.30	1.95	9.07	9.27	8.97	9.20	+1.32	3.30	196,318,560	1,798,612,100	0.664	3233
2017-01-17	3087.03	3108.91	3072.34	3108.77	+5.34	0.17	1.18	9.16	9.19	9.13	9.15	-0.54	0.65	31,710,844	290,563,850	0.107	3123
2017-01-18	3104.77	3123.72	3098.59	3113.01	+4.24	0.14	0.808	9.17	9.20	9.13	9.18	+0.33	0.77	23,076,975	211,871,130	0.078	3088
2017-01-19	3104.97	3115.78	3094.01	3101.30	-11.71	-0.38	0.699	9.15	9.26	9.14	9.18	+0.00	1.31	24,707,934	227,509,740	0.084	2999
2017-01-20	3095.82	3125.66	3095.21	3123.14	+21.84	0.70	0.982	9.18	9.24	9.15	9.22	+0.44	0.98	27,038,313	248,813,300	0.091	2503
2017-01-23	3125.42	3145.84	3125.42	3136.77	+13.63	0.44	0.654	9.24	9.26	9.19	9.22	+0.00	0.76	23,741,568	218,992,130	0.080	2736
2017-01-24	3134.59	3149.53	3131.22	3142.55	+5.78	0.18	0.584	9.22	9.29	9.21	9.27	+0.54	0.87	27,881,995	258,024,160	0.094	3016
2017-01-25	3137.65	3151.47	3133.19	3149.55	+7.00	0.22	0.582	9.24	9.26	9.20	9.22	-0.54	0.65	16,776,054	154,747,460	0.057	2286
2017-01-26	3149.22	3163.10	3148.91	3159.17	+9.62	0.31	0.451	9.23	9.29	9.23	9.25	+0.33	0.65	19,569,744	181,256,710	0.066	2434
2017-02-03	3160.08	3162.68	3136.01	3140.17	-19.00	-0.60	0.844	9.28	9.28	9.17	9.17	-0.86	1.19	24,803,969	228,389,830	0.084	2201
2017-02-06	3143.09	3158.84	3135.39	3156.98	+16.81	0.54	0.747	9.21	9.23	9.15	9.16	-0.11	0.87	42,566,220	391,284,360	0.144	2899
2017-02-07	3154.40	3159.54	3140.04	3153.09	-3.89	-0.12	0.618	9.16	9.19	9.10	9.14	-0.22	0.98	42,115,167	385,290,960	0.143	3100
2017-02-08	3148.09	3167.45	3132.03	3166.98	+13.89	0.44	1.12	9.11	9.14	9.06	9.12	-0.22	0.88	39,744,917	361,346,730	0.134	3232
2017-02-09	3164.69	3186.84	3162.57	3183.18	+16.20	0.51	0.766	9.12	9.15	9.09	9.12	+0.00	0.66	45,953,000	418,873,640	0.155	3090
2017-02-10	3183.01	3205.05	3182.80	3196.70	+13.52	0.42	0.699	9.13	9.14	9.08	9.11	-0.11	0.66	97,265,021	885,695,660	0.329	3301
2017-02-13	3198.99	3219.41	3198.99	3216.84	+20.14	0.63	0.639	9.12	9.18	9.10	9.14	+0.33	0.88	102,536,449	937,052,260	0.347	3588
2017-02-14	3216.14	3219.40	3205.29	3217.93	+1.09	0.03	0.439	9.14	9.15	9.08	9.10	-0.44	0.77	64,756,099	589,274,960	0.219	3360
2017-02-15	3215.46	3236.00	3206.56	3212.99	-4.94	-0.15	0.915	9.11	9.18	9.08	9.15	+0.55	1.10	144,318,420	1,318,307,670	0.488	3410
2017-02-16	3210.36	3230.28	3207.79	3229.62	+16.63	0.52	0.700	9.14	9.17	9.10	9.12	-0.33	0.77	95,450,196	869,849,750	0.323	3667
2017-02-17	3227.71	3238.40	3199.42	3202.08	-27.54	-0.85	1.21	9.12	9.14	9.03	9.03	-0.99	1.21	107,446,237	975,385,800	0.364	3816
2017-02-20	3198.96	3241.46	3198.96	3239.96	+37.88	1.18	1.33	9.04	9.15	9.03	9.14	+1.22	1.33	157,680,610	1,436,019,400	0.534	4110
2017-02-21	3242.22	3254.34	3239.88	3253.33	+13.37	0.41	0.446	9.16	9.19	9.10	9.13	-0.11	0.98	120,469,003	1,100,914,720	0.408	3726
2017-02-22	3252.69	3261.38	3243.84	3261.22	+7.89	0.24	0.539	9.12	9.12	9.07	9.09	-0.44	0.55	90,558,399	823,358,550	0.306	3649
2017-02-23	3258.83	3264.08	3236.35	3251.38	-9.84	-0.30	0.850	9.10	9.11	9.07	9.08	-0.11	0.44	56,167,373	510,267,980	0.190	3306
2017-02-24	3246.86	3253.96	3233.53	3253.43	+2.05	0.06	0.628	9.08	9.10	9.05	9.07	-0.11	0.55	77,910,682	706,880,080	0.264	3132
2017-02-27	3249.19	3251.65	3224.09	3228.66	-24.77	-0.76	0.847	9.07	9.08	9.02	9.04	-0.33	0.66	80,756,890	729,999,860	0.273	3496
2017-02-28	3225.97	3242.68	3225.97	3241.73	+13.07	0.40	0.518	9.04	9.06	9.02	9.03	-0.11	0.44	44,034,624	397,968,690	0.149	2980
2017-03-01	3240.07	3259.98	3237.87	3246.93	+5.20	0.16	0.682	9.05	9.05	9.02	9.04	+0.11	0.33	68,994,871	623,486,880	0.233	3619
2017-03-02	3250.52	3256.81	3228.66	3230.03	-16.90	-0.52	0.867	9.04	9.06	8.95	8.97	-0.77	1.22	115,946,009	1,043,224,530	0.392	3567
2017-03-03	3219.20	3221.16	3206.61	3218.31	-11.72	-0.36	0.450	8.96	8.99	8.93	8.97	+0.00	0.67	61,988,854	554,774,650	0.210	3225
2017-03-06	3217.33	3234.66	3215.07	3233.87	+15.56	0.48	0.609	8.96	8.97	8.94	8.96	-0.11	0.33	59,574,979	533,330,380	0.202	3533
2017-03-07	3233.09	3242.66	3226.82	3242.41	+8.54	0.26	0.490	8.95	8.98	8.93	8.97	+0.11	0.56	34,339,894	307,714,880	0.116	3191
2017-03-08	3240.53	3245.30	3230.61	3240.66	-1.75	-0.05	0.453	8.96	8.97	8.90	8.92	-0.56	0.78	56,316,198	502,746,150	0.191	3008
2017-03-09	3233.70	3233.87	3205.28	3216.75	-23.91	-0.74	0.882	8.90	8.91	8.85	8.87	-0.56	0.67	54,516,573	483,861,450	0.184	3428
2017-03-10	3213.73	3222.32	3208.45	3212.76	-3.99	-0.12	0.431	8.87	8.89	8.82	8.84	-0.34	0.79	40,672,973	360,003,770	0.138	3089
2017-03-13	3209.45	3237.12	3193.16	3237.02	+24.26	0.76	1.37	8.84	8.87	8.80	8.86	+0.23	0.79	44,713,567	395,086,240	0.151	3439
2017-03-14	3235.25	3246.33	3231.52	3239.33	+2.31	0.07	0.458	8.85	8.87	8.82	8.84	-0.23	0.56	44,623,389	394,734,770	0.151	3073
2017-03-15	3235.40	3243.71	3227.74	3241.76	+2.43	0.08	0.493	8.83	8.87	8.81	8.86	+0.23	0.68	46,471,270	410,520,130	0.157	3545
2017-03-16	3247.16	3269.77	3247.16	3268.94	+27.18	0.84	0.697	8.86	8.90	8.85	8.88	+0.23	0.56	70,457,489	625,518,310	0.238	3676
2017-03-17	3271.87	3274.19	3232.28	3237.45	-31.49	-0.96	1.28	8.89	8.89	8.78	8.81	-0.79	1.24	93,164,446	822,494,700	0.315	3527
2017-03-20	3241.11	3251.13	3228.12	3250.81	+13.36	0.41	0.711	8.80	8.82	8.68	8.71	-1.14	1.59	103,859,324	906,805,030	0.351	3756
2017-03-21	3250.25	3262.22	3246.70	3261.61	+10.80	0.33	0.477	8.70	8.71	8.64	8.67	-0.46	0.80	92,089,283	797,315,370	0.312	3740
2017-03-22	3246.22	3255.78	3229.13	3245.22	-16.39	-0.50	0.817	8.64	8.64	8.51	8.55	-1.38	1.50	124,313,826	1,064,697,470	0.421	3893
2017-03-23	3245.81	3262.09	3221.93	3248.55	+3.33	0.10	1.24	8.55	8.60	8.54	8.59	+0.47	0.70	100,749,103	864,095,910	0.341	3515
